id,title,price,rating,availability,category,image_url,product_page_url
329,"Carry On, Warrior: Thoughts on Life Unarmed",31.85,3,In stock (14 available),Default,https://books.toscrape.com/media/cache/d1/6b/d16b11b4c957d39bea33a43a96bf9e4c.jpg,https://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/index.html
330,Carrie,46.23,2,In stock (14 available),Default,https://books.toscrape.com/media/cache/6b/79/6b794e3dc0a32702b2132e2195f6c30f.jpg,https://books.toscrape.com/catalogue/carrie_671/index.html
331,Buying In: The Secret Dialogue Between What We Buy and Who We Are,37.8,4,In stock (14 available),Nonfiction,https://books.toscrape.com/media/cache/db/36/db3686ef6b30490998c1b24dbdf730d8.jpg,https://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html
332,Brain on Fire: My Month of Madness,49.32,5,In stock (14 available),Nonfiction,https://books.toscrape.com/media/cache/03/2c/032c97318d71f028d40ab6f5d2ae023f.jpg,https://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/index.html
333,Batman: Europa,32.01,2,In stock (14 available),Sequential Art,https://books.toscrape.com/media/cache/dc/f7/dcf7314eb8526366ae9179d1f94bc78e.jpg,https://books.toscrape.com/catalogue/batman-europa_668/index.html
334,Barefoot Contessa Back to Basics,28.01,1,In stock (14 available),Food and Drink,https://books.toscrape.com/media/cache/29/b1/29b1f537504f37527f1bf8182559684e.jpg,https://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/index.html
335,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,50.62,5,In stock (14 available),Food and Drink,https://books.toscrape.com/media/cache/4e/92/4e92fef6b2d96fb732480c484dcb1a98.jpg,https://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html
336,Balloon Animals,17.03,3,In stock (14 available),Fiction,https://books.toscrape.com/media/cache/f3/fc/f3fc38185b3b6ede38fd9dea2590c01f.jpg,https://books.toscrape.com/catalogue/balloon-animals_665/index.html
337,Art Ops Vol. 1,48.8,3,In stock (14 available),Sequential Art,https://books.toscrape.com/media/cache/36/36/3636bc73e33a70300d8265667373d622.jpg,https://books.toscrape.com/catalogue/art-ops-vol-1_664/index.html
338,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),58.14,4,In stock (14 available),Young Adult,https://books.toscrape.com/media/cache/e5/3a/e53a42b20d0c60634289aaad3fbb75c6.jpg,https://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html
339,Angels Walking (Angels Walking #1),34.2,2,In stock (14 available),Add a comment,https://books.toscrape.com/media/cache/ba/d9/bad95369105e8e403bf1f2b9288c5e41.jpg,https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html
340,Angels & Demons (Robert Langdon #1),51.48,3,In stock (14 available),Default,https://books.toscrape.com/media/cache/c2/fd/c2fd7fed7aa38d095127d2ec62726b17.jpg,https://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/index.html
341,All the Light We Cannot See,29.87,5,In stock (14 available),Historical,https://books.toscrape.com/media/cache/a6/96/a696c1d6bb1ff8f65f51a116160b2aef.jpg,https://books.toscrape.com/catalogue/all-the-light-we-cannot-see_660/index.html
342,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",10.9,2,In stock (14 available),Sequential Art,https://books.toscrape.com/media/cache/bd/b8/bdb8adf93cb0a6778930ccd543dd9b37.jpg,https://books.toscrape.com/catalogue/adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html
343,Abstract City,56.37,5,In stock (14 available),Nonfiction,https://books.toscrape.com/media/cache/5f/5e/5f5e2741d6c84f05fdd5adf8ba0d5642.jpg,https://books.toscrape.com/catalogue/abstract-city_658/index.html
344,A Time of Torment (Charlie Parker #14),48.35,5,In stock (14 available),Mystery,https://books.toscrape.com/media/cache/f1/37/f137a410ed7d6fcfce17d081caf97915.jpg,https://books.toscrape.com/catalogue/a-time-of-torment-charlie-parker-14_657/index.html
345,A Study in Scarlet (Sherlock Holmes #1),16.73,2,In stock (14 available),Mystery,https://books.toscrape.com/media/cache/27/40/274003f2720f82844873945b87af6c19.jpg,https://books.toscrape.com/catalogue/a-study-in-scarlet-sherlock-holmes-1_656/index.html
346,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",56.48,2,In stock (14 available),Add a comment,https://books.toscrape.com/media/cache/07/5f/075fff6094c0805f9f6b9e12561aeb87.jpg,https://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html
347,A People's History of the United States,40.79,2,In stock (14 available),Add a comment,https://books.toscrape.com/media/cache/bd/93/bd930adc47ee0dc240f8134f70f431ad.jpg,https://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html
348,A Man Called Ove,39.72,1,In stock (14 available),Fiction,https://books.toscrape.com/media/cache/e9/e2/e9e22f047d6733f6c9dbbb8bf5342b09.jpg,https://books.toscrape.com/catalogue/a-man-called-ove_653/index.html
349,A Distant Mirror: The Calamitous 14th Century,14.58,3,In stock (14 available),History,https://books.toscrape.com/media/cache/d8/0a/d80ac19cd0aef94c5ac257b1eb3c1d37.jpg,https://books.toscrape.com/catalogue/a-distant-mirror-the-calamitous-14th-century_652/index.html
350,A Brush of Wings (Angels Walking #3),55.51,1,In stock (14 available),Add a comment,https://books.toscrape.com/media/cache/19/11/1911d173c8e812518900af9aa16d9e46.jpg,https://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html
351,1491: New Revelations of the Americas Before Columbus,21.8,3,In stock (14 available),History,https://books.toscrape.com/media/cache/2d/d2/2dd235d80326531092c70e191d630c7d.jpg,https://books.toscrape.com/catalogue/1491-new-revelations-of-the-americas-before-columbus_650/index.html
352,"The Three Searches, Meaning, and the Story",13.33,3,In stock (13 available),Default,https://books.toscrape.com/media/cache/35/ec/35ec45c2c5ed5eceb29fe5823ee9744e.jpg,https://books.toscrape.com/catalogue/the-three-searches-meaning-and-the-story_649/index.html
353,Searching for Meaning in Gailana,38.73,1,In stock (13 available),Fantasy,https://books.toscrape.com/media/cache/9e/b4/9eb4396139c421fc9f832011c68adb2c.jpg,https://books.toscrape.com/catalogue/searching-for-meaning-in-gailana_648/index.html
354,Rook,37.86,4,In stock (13 available),Add a comment,https://books.toscrape.com/media/cache/64/ab/64ab238bea10c4f25fa5bc9129a35370.jpg,https://books.toscrape.com/catalogue/rook_647/index.html
355,My Kitchen Year: 136 Recipes That Saved My Life,11.53,2,In stock (13 available),Food and Drink,https://books.toscrape.com/media/cache/70/48/7048787b6fdc04627217bf39465acb7e.jpg,https://books.toscrape.com/catalogue/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html
356,13 Hours: The Inside Account of What Really Happened In Benghazi,27.06,1,In stock (13 available),Nonfiction,https://books.toscrape.com/media/cache/db/8d/db8dda82c57fd0c2b466d40c04ed6075.jpg,https://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html
357,Will You Won't You Want Me?,13.86,3,In stock (12 available),Womens Fiction,https://books.toscrape.com/media/cache/b9/ef/b9efe934eaeb1f51ad31a971188d7bc3.jpg,https://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/index.html
358,Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55,1,In stock (12 available),Science,https://books.toscrape.com/media/cache/8e/cb/8ecbec21e76445ee83229a439e22aeaa.jpg,https://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html
359,The Star-Touched Queen,32.3,5,In stock (12 available),Fantasy,https://books.toscrape.com/media/cache/dc/57/dc57f908a0a2e130a5c065893a9005dd.jpg,https://books.toscrape.com/catalogue/the-star-touched-queen_642/index.html
360,The Silent Sister (Riley MacPherson #1),46.29,5,In stock (12 available),Fiction,https://books.toscrape.com/media/cache/98/df/98df70802a22c17dac6026645da4ab87.jpg,https://books.toscrape.com/catalogue/the-silent-sister-riley-macpherson-1_641/index.html
361,The Midnight Watch: A Novel of the Titanic and the Californian,26.2,1,In stock (12 available),Add a comment,https://books.toscrape.com/media/cache/d8/63/d8630e50f24c22765c9591a9297ff2e1.jpg,https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html
362,The Lonely City: Adventures in the Art of Being Alone,33.26,2,In stock (12 available),Nonfiction,https://books.toscrape.com/media/cache/79/66/79660d2683a90670aa014cae6e02b2dc.jpg,https://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html
363,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.15,4,In stock (12 available),Add a comment,https://books.toscrape.com/media/cache/39/a9/39a9cca83d84bff87903d4addbef4941.jpg,https://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html
364,The Golden Condom: And Other Essays on Love Lost and Found,39.43,1,In stock (12 available),Psychology,https://books.toscrape.com/media/cache/e8/b4/e8b404939ad2b1cc9d896ba646919b17.jpg,https://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html
365,The Epidemic (The Program 0.6),14.44,5,In stock (12 available),Young Adult,https://books.toscrape.com/media/cache/b6/2f/b62f16c69886271a55d3717883323283.jpg,https://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html
366,The Dinner Party,56.54,2,In stock (12 available),Fiction,https://books.toscrape.com/media/cache/a5/ad/a5ad88ff798c629eb24b19188c1ea902.jpg,https://books.toscrape.com/catalogue/the-dinner-party_635/index.html
367,The Diary of a Young Girl,59.9,3,In stock (12 available),Nonfiction,https://books.toscrape.com/media/cache/eb/26/eb2622ca0a304963d3bac0efa1bad775.jpg,https://books.toscrape.com/catalogue/the-diary-of-a-young-girl_634/index.html
368,The Children,11.88,3,In stock (12 available),Add a comment,https://books.toscrape.com/media/cache/b3/0b/b30bf2a60739293261c9a997c7ae2ef6.jpg,https://books.toscrape.com/catalogue/the-children_633/index.html
369,Stars Above (The Lunar Chronicles #4.5),48.05,2,In stock (12 available),Young Adult,https://books.toscrape.com/media/cache/8f/22/8f221677f6d28eba048ebb505fcfd90a.jpg,https://books.toscrape.com/catalogue/stars-above-the-lunar-chronicles-45_632/index.html
370,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,21.21,3,In stock (12 available),Nonfiction,https://books.toscrape.com/media/cache/17/95/17955609393fb4348e2321228d3e3e4f.jpg,https://books.toscrape.com/catalogue/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html
371,Raspberry Pi Electronics Projects for the Evil Genius,49.67,4,In stock (12 available),Default,https://books.toscrape.com/media/cache/47/a4/47a4a73d7e52e43ea0550ddd5d9ed034.jpg,https://books.toscrape.com/catalogue/raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html
372,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,43.14,1,In stock (12 available),Business,https://books.toscrape.com/media/cache/fe/1a/fe1afbd5caf79c3c957bfc5cf46f141e.jpg,https://books.toscrape.com/catalogue/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html
373,Psycho: Sanitarium (Psycho #1.5),36.97,5,In stock (12 available),Horror,https://books.toscrape.com/media/cache/91/98/9198cedbd37561f2aa343d3eb04ee703.jpg,https://books.toscrape.com/catalogue/psycho-sanitarium-psycho-15_628/index.html
374,Poisonous (Max Revere Novels #3),26.8,3,In stock (12 available),Mystery,https://books.toscrape.com/media/cache/8d/52/8d52227d29e03695ef755620078b7815.jpg,https://books.toscrape.com/catalogue/poisonous-max-revere-novels-3_627/index.html
375,One with You (Crossfire #5),15.71,4,In stock (12 available),Add a comment,https://books.toscrape.com/media/cache/98/f8/98f8b3354fc18ed6f42ff5c3f9b39056.jpg,https://books.toscrape.com/catalogue/one-with-you-crossfire-5_626/index.html
376,No Love Allowed (Dodge Cove #1),54.65,4,In stock (12 available),Young Adult,https://books.toscrape.com/media/cache/41/e1/41e1fc6ac1122d77a6308544dba8c21e.jpg,https://books.toscrape.com/catalogue/no-love-allowed-dodge-cove-1_625/index.html
377,Murder at the 42nd Street Library (Raymond Ambler #1),54.36,4,In stock (12 available),Mystery,https://books.toscrape.com/media/cache/19/74/19748437aac103dbdeb1918062728726.jpg,https://books.toscrape.com/catalogue/murder-at-the-42nd-street-library-raymond-ambler-1_624/index.html
378,Most Wanted,35.28,3,In stock (12 available),Mystery,https://books.toscrape.com/media/cache/fa/b5/fab5e650b19b76c5f5d1ce3a626376b1.jpg,https://books.toscrape.com/catalogue/most-wanted_623/index.html
379,"Love, Lies and Spies",20.55,2,In stock (12 available),Historical Fiction,https://books.toscrape.com/media/cache/5c/19/5c19785278eaa6bf984ce6659847abc3.jpg,https://books.toscrape.com/catalogue/love-lies-and-spies_622/index.html
380,How to Speak Golf: An Illustrated Guide to Links Lingo,58.32,5,In stock (12 available),Default,https://books.toscrape.com/media/cache/43/19/4319716fa8ee2c315d07dc3c9c6762d2.jpg,https://books.toscrape.com/catalogue/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html
381,Hide Away (Eve Duncan #20),11.84,1,In stock (12 available),Mystery,https://books.toscrape.com/media/cache/b2/c5/b2c501b848bccd9cc375771f53c0fb6e.jpg,https://books.toscrape.com/catalogue/hide-away-eve-duncan-20_620/index.html
382,Furiously Happy: A Funny Book About Horrible Things,41.46,4,In stock (12 available),Nonfiction,https://books.toscrape.com/media/cache/28/4c/284c3b0cbb254825f5bfd60e89d936af.jpg,https://books.toscrape.com/catalogue/furiously-happy-a-funny-book-about-horrible-things_619/index.html
383,Everyday Italian: 125 Simple and Delicious Recipes,20.1,5,In stock (12 available),Food and Drink,https://books.toscrape.com/media/cache/4e/eb/4eebc29c9f3885800e6ae2c62c836145.jpg,https://books.toscrape.com/catalogue/everyday-italian-125-simple-and-delicious-recipes_618/index.html
384,Equal Is Unfair: America's Misguided Fight Against Income Inequality,56.86,1,In stock (12 available),Politics,https://books.toscrape.com/media/cache/a6/3b/a63b2576d798c2041c602561499a26aa.jpg,https://books.toscrape.com/catalogue/equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html
385,Eleanor & Park,56.51,5,In stock (12 available),Default,https://books.toscrape.com/media/cache/15/58/1558d3175d91e870644b8029bac93e13.jpg,https://books.toscrape.com/catalogue/eleanor-park_616/index.html
386,Dirty (Dive Bar #1),40.83,4,In stock (12 available),Romance,https://books.toscrape.com/media/cache/77/54/77540d564fb77611a18b57f12a910b73.jpg,https://books.toscrape.com/catalogue/dirty-dive-bar-1_615/index.html
387,Can You Keep a Secret? (Fear Street Relaunch #4),48.64,1,In stock (12 available),Horror,https://books.toscrape.com/media/cache/03/83/0383a7f9cce4ab8fa1c5db6e69b169c6.jpg,https://books.toscrape.com/catalogue/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html
388,Boar Island (Anna Pigeon #19),59.48,3,In stock (12 available),Mystery,https://books.toscrape.com/media/cache/91/8c/918c2c95ae90495cdb0371a22b726d82.jpg,https://books.toscrape.com/catalogue/boar-island-anna-pigeon-19_613/index.html
389,A Paris Apartment,39.01,4,In stock (12 available),Historical Fiction,https://books.toscrape.com/media/cache/b3/d9/b3d90aca157d5a250becc8b255a37251.jpg,https://books.toscrape.com/catalogue/a-paris-apartment_612/index.html
390,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",38.77,1,In stock (12 available),Food and Drink,https://books.toscrape.com/media/cache/f4/9c/f49c0d70aedc01b5eb0988d35c77550c.jpg,https://books.toscrape.com/catalogue/a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html
391,Troublemaker: Surviving Hollywood and Scientology,48.39,2,In stock (11 available),Default,https://books.toscrape.com/media/cache/b3/f9/b3f9298d93e133db3e178d7c2d4130af.jpg,https://books.toscrape.com/catalogue/troublemaker-surviving-hollywood-and-scientology_610/index.html
392,The Widow,27.26,2,In stock (11 available),Mystery,https://books.toscrape.com/media/cache/e4/37/e43737572b04c7ad28b35f3da29eb8dd.jpg,https://books.toscrape.com/catalogue/the-widow_609/index.html
393,"The Sleep Revolution: Transforming Your Life, One Night at a Time",11.68,4,In stock (11 available),Nonfiction,https://books.toscrape.com/media/cache/b7/6a/b76a8c5c12390d9259b6235115ebf024.jpg,https://books.toscrape.com/catalogue/the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html
